241.0,310.0,105.0,738.0,405.0,490.0,158.0,92.0,68.0,20.0,411.0,562.0,939.0,296.0,819.0,783.0,60.0,227.0,532.0,549.0,368.0,283.0,798.0,176.0,846.0,108.0,268.0,219.0,965.0,949.0,26.0,848.0,656.0,826.0,266.0,278.0,198.0,168.0,317.0,642.0,888.0,749.0,983.0,875.0,868.0,901.0,381.0,88.0,865.0,6201.0
345.0,687.0,397.0,518.0,254.0,182.0,253.0,484.0,286.0,91.0,967.0,957.0,837.0,886.0,964.0,560.0,860.0,307.0,7.0,930.0,298.0,586.0,721.0,903.0,319.0,868.0,783.0,520.0,199.0,423.0,433.0,613.0,295.0,441.0,462.0,165.0,238.0,312.0,265.0,832.0,816.0,44.0,83.0,47.0,473.0,641.0,287.0,531.0,547.0,6631.0
482.0,717.0,351.0,148.0,689.0,200.0,68.0,422.0,935.0,207.0,650.0,647.0,451.0,282.0,188.0,364.0,446.0,764.0,602.0,328.0,649.0,571.0,203.0,926.0,331.0,103.0,859.0,63.0,725.0,234.0,284.0,783.0,596.0,630.0,882.0,243.0,125.0,339.0,957.0,181.0,297.0,470.0,26.0,43.0,365.0,714.0,84.0,917.0,987.0,9771.0
292.0,752.0,691.0,982.0,334.0,18.0,330.0,295.0,329.0,989.0,156.0,793.0,667.0,420.0,882.0,965.0,890.0,635.0,696.0,837.0,79.0,300.0,632.0,196.0,915.0,454.0,299.0,139.0,256.0,390.0,613.0,984.0,162.0,339.0,586.0,9.0,372.0,45.0,465.0,173.0,373.0,802.0,823.0,371.0,297.0,585.0,99.0,449.0,212.0,4341.0
938.0,212.0,116.0,60.0,63.0,56.0,754.0,172.0,609.0,693.0,993.0,153.0,621.0,41.0,559.0,502.0,596.0,255.0,329.0,36.0,125.0,854.0,541.0,299.0,792.0,419.0,667.0,205.0,489.0,206.0,247.0,449.0,420.0,503.0,37.0,224.0,431.0,454.0,254.0,662.0,910.0,438.0,850.0,220.0,510.0,192.0,32.0,260.0,259.0,2481.0
538.0,213.0,790.0,237.0,427.0,890.0,267.0,145.0,332.0,52.0,912.0,950.0,322.0,578.0,119.0,583.0,412.0,985.0,922.0,668.0,669.0,891.0,809.0,734.0,762.0,41.0,506.0,396.0,95.0,440.0,215.0,952.0,894.0,586.0,921.0,966.0,946.0,169.0,344.0,303.0,672.0,482.0,818.0,657.0,834.0,430.0,540.0,220.0,670.0,8201.0
702.0,820.0,274.0,346.0,944.0,401.0,979.0,508.0,76.0,879.0,994.0,286.0,984.0,642.0,684.0,195.0,45.0,404.0,920.0,634.0,130.0,785.0,991.0,275.0,683.0,876.0,61.0,890.0,171.0,704.0,650.0,475.0,582.0,483.0,764.0,413.0,949.0,399.0,223.0,817.0,3.0,216.0,160.0,13.0,624.0,897.0,263.0,118.0,405.0,8291.0
788.0,801.0,390.0,898.0,227.0,563.0,54.0,899.0,973.0,206.0,165.0,687.0,622.0,338.0,838.0,913.0,575.0,792.0,803.0,482.0,937.0,539.0,450.0,27.0,80.0,35.0,712.0,608.0,115.0,500.0,574.0,885.0,263.0,142.0,42.0,371.0,81.0,786.0,900.0,535.0,926.0,10.0,304.0,857.0,355.0,847.0,76.0,87.0,982.0,5561.0
464.0,390.0,210.0,806.0,318.0,397.0,239.0,776.0,498.0,876.0,989.0,409.0,97.0,79.0,117.0,937.0,635.0,817.0,906.0,374.0,524.0,444.0,425.0,878.0,728.0,795.0,454.0,68.0,643.0,902.0,963.0,200.0,652.0,309.0,952.0,856.0,490.0,432.0,121.0,571.0,171.0,380.0,895.0,166.0,180.0,723.0,152.0,334.0,506.0,8801.0
346.0,264.0,554.0,997.0,925.0,4.0,727.0,172.0,5.0,663.0,319.0,123.0,558.0,113.0,498.0,805.0,732.0,615.0,495.0,538.0,77.0,533.0,251.0,421.0,867.0,300.0,365.0,234.0,785.0,184.0,884.0,641.0,1.0,692.0,54.0,624.0,929.0,320.0,557.0,934.0,930.0,478.0,801.0,933.0,581.0,312.0,959.0,888.0,518.0,4511.0
627.0,632.0,452.0,401.0,144.0,257.0,789.0,611.0,370.0,677.0,348.0,136.0,443.0,84.0,620.0,147.0,691.0,828.0,637.0,181.0,292.0,923.0,962.0,380.0,202.0,589.0,812.0,358.0,635.0,904.0,95.0,78.0,412.0,661.0,958.0,925.0,183.0,337.0,669.0,334.0,178.0,307.0,23.0,618.0,20.0,536.0,972.0,772.0,849.0,901.0
820.0,367.0,826.0,832.0,976.0,100.0,162.0,186.0,598.0,507.0,676.0,587.0,960.0,78.0,778.0,947.0,991.0,119.0,176.0,667.0,490.0,691.0,907.0,763.0,227.0,632.0,805.0,851.0,310.0,873.0,950.0,704.0,415.0,902.0,613.0,243.0,918.0,501.0,720.0,226.0,317.0,376.0,235.0,334.0,550.0,641.0,542.0,462.0,920.0,8221.0
409.0,518.0,410.0,992.0,837.0,320.0,290.0,448.0,421.0,602.0,13.0,257.0,188.0,918.0,553.0,469.0,709.0,574.0,629.0,845.0,373.0,413.0,973.0,397.0,638.0,28.0,159.0,523.0,69.0,997.0,988.0,645.0,942.0,355.0,618.0,815.0,319.0,932.0,93.0,773.0,264.0,495.0,227.0,655.0,950.0,488.0,913.0,796.0,67.0,1521.0
946.0,244.0,70.0,306.0,135.0,970.0,48.0,167.0,407.0,809.0,595.0,697.0,635.0,560.0,730.0,982.0,551.0,268.0,18.0,536.0,251.0,161.0,769.0,99.0,210.0,32.0,972.0,324.0,83.0,124.0,277.0,62.0,899.0,658.0,295.0,624.0,911.0,646.0,718.0,176.0,748.0,152.0,670.0,424.0,975.0,133.0,726.0,736.0,573.0,3731.0
710.0,2.0,741.0,901.0,565.0,159.0,514.0,421.0,157.0,220.0,864.0,305.0,495.0,519.0,69.0,384.0,172.0,167.0,895.0,911.0,262.0,527.0,400.0,550.0,698.0,310.0,882.0,410.0,336.0,174.0,396.0,63.0,433.0,28.0,285.0,897.0,692.0,19.0,311.0,983.0,808.0,156.0,87.0,160.0,118.0,868.0,623.0,843.0,15.0,2371.0
236.0,566.0,8.0,488.0,932.0,735.0,545.0,189.0,906.0,845.0,463.0,749.0,723.0,890.0,943.0,699.0,959.0,714.0,388.0,344.0,867.0,176.0,853.0,543.0,601.0,192.0,109.0,486.0,634.0,924.0,933.0,365.0,312.0,952.0,662.0,851.0,918.0,423.0,614.0,755.0,38.0,840.0,647.0,217.0,261.0,592.0,878.0,821.0,677.0,6051.0
314.0,803.0,917.0,488.0,640.0,853.0,347.0,826.0,854.0,85.0,913.0,241.0,914.0,323.0,904.0,106.0,674.0,998.0,715.0,39.0,619.0,330.0,539.0,487.0,978.0,361.0,950.0,83.0,181.0,730.0,44.0,510.0,531.0,558.0,847.0,612.0,728.0,255.0,205.0,692.0,73.0,344.0,800.0,616.0,930.0,141.0,713.0,315.0,119.0,5191.0
910.0,846.0,844.0,521.0,859.0,0.0,73.0,864.0,231.0,638.0,280.0,637.0,977.0,18.0,911.0,750.0,996.0,35.0,10.0,489.0,714.0,148.0,218.0,368.0,255.0,756.0,766.0,353.0,835.0,305.0,878.0,397.0,647.0,619.0,412.0,34.0,177.0,422.0,505.0,998.0,65.0,772.0,522.0,883.0,573.0,707.0,289.0,807.0,212.0,7211.0
720.0,447.0,329.0,179.0,219.0,18.0,490.0,908.0,954.0,995.0,282.0,339.0,773.0,930.0,416.0,972.0,642.0,949.0,862.0,419.0,328.0,768.0,634.0,215.0,262.0,286.0,523.0,88.0,30.0,412.0,269.0,623.0,294.0,691.0,936.0,656.0,135.0,627.0,776.0,320.0,957.0,801.0,169.0,635.0,94.0,717.0,216.0,956.0,955.0,2591.0
684.0,221.0,911.0,657.0,511.0,782.0,116.0,660.0,348.0,8.0,466.0,583.0,208.0,170.0,95.0,250.0,531.0,863.0,97.0,816.0,994.0,323.0,303.0,890.0,580.0,595.0,676.0,154.0,928.0,764.0,77.0,677.0,867.0,183.0,920.0,735.0,27.0,774.0,785.0,820.0,185.0,692.0,211.0,269.0,35.0,607.0,332.0,646.0,336.0,7531.0
788.0,621.0,864.0,373.0,166.0,175.0,773.0,220.0,50.0,979.0,54.0,974.0,164.0,700.0,962.0,951.0,58.0,689.0,925.0,268.0,721.0,943.0,684.0,686.0,863.0,505.0,106.0,867.0,204.0,816.0,141.0,401.0,490.0,615.0,559.0,507.0,553.0,331.0,370.0,440.0,761.0,415.0,858.0,37.0,776.0,940.0,38.0,185.0,156.0,3661.0
224.0,303.0,243.0,372.0,587.0,886.0,199.0,961.0,639.0,693.0,352.0,392.0,548.0,725.0,114.0,967.0,229.0,195.0,356.0,189.0,547.0,217.0,21.0,27.0,120.0,845.0,706.0,748.0,329.0,960.0,554.0,509.0,963.0,42.0,973.0,313.0,819.0,736.0,821.0,402.0,167.0,142.0,384.0,632.0,474.0,359.0,364.0,5.0,457.0,7141.0
139.0,458.0,30.0,761.0,802.0,944.0,749.0,733.0,428.0,216.0,117.0,338.0,302.0,611.0,571.0,55.0,916.0,80.0,493.0,165.0,997.0,691.0,539.0,62.0,185.0,855.0,629.0,246.0,614.0,340.0,613.0,20.0,742.0,676.0,23.0,391.0,447.0,236.0,819.0,599.0,141.0,636.0,43.0,137.0,187.0,619.0,292.0,239.0,445.0,7571.0
321.0,553.0,649.0,380.0,174.0,747.0,353.0,950.0,691.0,856.0,557.0,675.0,981.0,586.0,958.0,264.0,611.0,343.0,988.0,550.0,32.0,155.0,374.0,584.0,883.0,873.0,201.0,506.0,482.0,848.0,122.0,75.0,904.0,642.0,609.0,200.0,162.0,146.0,564.0,728.0,143.0,858.0,52.0,551.0,839.0,354.0,895.0,961.0,82.0,7261.0
964.0,48.0,803.0,856.0,619.0,152.0,556.0,180.0,269.0,639.0,58.0,302.0,486.0,903.0,886.0,287.0,214.0,658.0,483.0,778.0,289.0,542.0,707.0,771.0,982.0,63.0,909.0,143.0,294.0,940.0,426.0,46.0,2.0,354.0,617.0,874.0,939.0,865.0,368.0,73.0,205.0,443.0,693.0,81.0,819.0,434.0,807.0,934.0,33.0,2901.0
203.0,866.0,693.0,978.0,200.0,838.0,176.0,206.0,732.0,940.0,764.0,945.0,82.0,95.0,10.0,909.0,3.0,298.0,532.0,530.0,537.0,434.0,66.0,94.0,535.0,655.0,346.0,683.0,172.0,645.0,204.0,522.0,708.0,562.0,63.0,706.0,142.0,446.0,987.0,138.0,912.0,106.0,988.0,780.0,529.0,332.0,525.0,347.0,680.0,2831.0
136.0,601.0,599.0,121.0,593.0,656.0,638.0,72.0,616.0,978.0,5.0,160.0,44.0,786.0,278.0,558.0,659.0,435.0,792.0,311.0,607.0,367.0,986.0,777.0,156.0,537.0,371.0,549.0,467.0,253.0,639.0,463.0,174.0,494.0,667.0,594.0,557.0,26.0,571.0,583.0,990.0,198.0,267.0,980.0,700.0,587.0,743.0,612.0,977.0,7131.0
462.0,966.0,340.0,165.0,311.0,164.0,323.0,980.0,307.0,870.0,722.0,214.0,546.0,495.0,632.0,299.0,275.0,377.0,881.0,679.0,169.0,322.0,99.0,884.0,238.0,816.0,918.0,336.0,652.0,854.0,198.0,180.0,451.0,98.0,998.0,317.0,33.0,533.0,5.0,47.0,887.0,965.0,2.0,897.0,670.0,700.0,569.0,182.0,228.0,9391.0
251.0,381.0,990.0,660.0,402.0,395.0,247.0,647.0,452.0,971.0,749.0,442.0,297.0,519.0,91.0,351.0,809.0,44.0,98.0,189.0,56.0,416.0,4.0,401.0,167.0,444.0,700.0,754.0,45.0,571.0,227.0,998.0,382.0,520.0,357.0,899.0,698.0,135.0,0.0,354.0,372.0,777.0,387.0,586.0,219.0,501.0,360.0,959.0,587.0,4431.0
566.0,748.0,93.0,401.0,161.0,88.0,459.0,396.0,537.0,215.0,769.0,27.0,94.0,292.0,102.0,129.0,130.0,467.0,448.0,755.0,357.0,776.0,923.0,904.0,416.0,325.0,410.0,685.0,316.0,910.0,803.0,405.0,918.0,935.0,745.0,105.0,817.0,942.0,348.0,902.0,384.0,521.0,850.0,78.0,727.0,499.0,445.0,734.0,376.0,8991.0
232.0,589.0,875.0,636.0,167.0,946.0,438.0,291.0,126.0,343.0,547.0,36.0,532.0,898.0,795.0,644.0,833.0,688.0,700.0,243.0,628.0,188.0,793.0,490.0,236.0,530.0,363.0,945.0,432.0,450.0,427.0,544.0,864.0,682.0,506.0,886.0,964.0,12.0,859.0,715.0,441.0,781.0,366.0,480.0,903.0,759.0,767.0,287.0,201.0,1441.0
341.0,368.0,156.0,271.0,554.0,734.0,971.0,577.0,937.0,676.0,998.0,999.0,495.0,791.0,614.0,810.0,139.0,993.0,501.0,951.0,394.0,759.0,488.0,356.0,636.0,520.0,839.0,773.0,968.0,805.0,997.0,921.0,32.0,760.0,816.0,684.0,445.0,260.0,606.0,710.0,191.0,904.0,662.0,548.0,180.0,866.0,18.0,470.0,978.0,7021.0
890.0,585.0,312.0,135.0,46.0,2.0,838.0,238.0,789.0,348.0,158.0,322.0,836.0,335.0,858.0,460.0,588.0,236.0,280.0,813.0,57.0,684.0,64.0,36.0,451.0,113.0,738.0,754.0,653.0,248.0,230.0,484.0,817.0,548.0,557.0,628.0,167.0,178.0,200.0,5.0,874.0,198.0,525.0,814.0,195.0,225.0,978.0,14.0,513.0,4941.0
334.0,357.0,271.0,587.0,415.0,591.0,134.0,724.0,772.0,937.0,939.0,346.0,675.0,650.0,716.0,121.0,631.0,257.0,270.0,98.0,58.0,882.0,345.0,922.0,727.0,57.0,898.0,798.0,393.0,70.0,211.0,729.0,254.0,51.0,501.0,750.0,396.0,375.0,71.0,964.0,870.0,776.0,654.0,734.0,892.0,86.0,865.0,150.0,742.0,9271.0
843.0,456.0,720.0,750.0,438.0,525.0,838.0,384.0,939.0,714.0,110.0,174.0,147.0,35.0,173.0,645.0,466.0,545.0,885.0,947.0,539.0,483.0,875.0,451.0,375.0,969.0,579.0,443.0,252.0,655.0,256.0,276.0,584.0,7.0,273.0,407.0,706.0,577.0,340.0,902.0,717.0,293.0,804.0,948.0,721.0,831.0,122.0,161.0,797.0,1921.0
957.0,954.0,985.0,165.0,708.0,793.0,399.0,677.0,556.0,132.0,666.0,188.0,627.0,826.0,193.0,575.0,905.0,73.0,553.0,760.0,830.0,313.0,31.0,82.0,517.0,471.0,690.0,96.0,662.0,542.0,7.0,285.0,270.0,847.0,201.0,787.0,778.0,192.0,119.0,261.0,596.0,408.0,276.0,540.0,933.0,278.0,6.0,104.0,371.0,6131.0
828.0,166.0,753.0,503.0,615.0,905.0,740.0,351.0,974.0,725.0,766.0,194.0,869.0,998.0,502.0,987.0,250.0,168.0,969.0,782.0,172.0,341.0,750.0,32.0,954.0,215.0,193.0,746.0,551.0,476.0,964.0,542.0,330.0,130.0,624.0,175.0,833.0,373.0,592.0,526.0,440.0,840.0,760.0,460.0,335.0,935.0,706.0,778.0,774.0,791.0
824.0,470.0,496.0,279.0,266.0,157.0,114.0,726.0,673.0,261.0,766.0,449.0,923.0,992.0,941.0,608.0,515.0,669.0,500.0,713.0,988.0,468.0,87.0,275.0,383.0,764.0,558.0,101.0,616.0,309.0,625.0,9.0,162.0,392.0,520.0,908.0,180.0,692.0,393.0,493.0,183.0,33.0,327.0,225.0,641.0,248.0,408.0,545.0,171.0,1951.0
480.0,732.0,686.0,469.0,308.0,396.0,278.0,341.0,446.0,212.0,712.0,662.0,37.0,754.0,689.0,586.0,56.0,797.0,911.0,565.0,195.0,764.0,844.0,857.0,34.0,543.0,505.0,263.0,778.0,794.0,789.0,58.0,129.0,383.0,52.0,722.0,747.0,411.0,429.0,820.0,381.0,254.0,356.0,448.0,375.0,407.0,590.0,27.0,397.0,7551.0
131.0,141.0,482.0,416.0,257.0,785.0,173.0,735.0,750.0,949.0,969.0,455.0,542.0,370.0,376.0,811.0,577.0,105.0,814.0,784.0,184.0,151.0,311.0,638.0,938.0,526.0,677.0,790.0,156.0,64.0,504.0,687.0,724.0,846.0,573.0,39.0,926.0,700.0,729.0,286.0,639.0,762.0,205.0,2.0,441.0,276.0,511.0,170.0,851.0,9461.0
965.0,29.0,111.0,139.0,944.0,417.0,992.0,823.0,848.0,808.0,280.0,569.0,462.0,943.0,971.0,839.0,794.0,898.0,74.0,649.0,332.0,265.0,554.0,752.0,914.0,733.0,925.0,950.0,449.0,175.0,905.0,22.0,895.0,349.0,259.0,261.0,267.0,396.0,350.0,61.0,584.0,625.0,181.0,437.0,877.0,271.0,576.0,103.0,242.0,5871.0
105.0,101.0,507.0,881.0,615.0,283.0,419.0,919.0,746.0,126.0,995.0,398.0,447.0,797.0,479.0,534.0,645.0,458.0,590.0,902.0,962.0,167.0,689.0,871.0,487.0,527.0,178.0,292.0,865.0,358.0,896.0,285.0,694.0,647.0,72.0,451.0,703.0,530.0,613.0,664.0,880.0,536.0,715.0,196.0,302.0,681.0,724.0,708.0,545.0,9291.0
810.0,395.0,267.0,544.0,479.0,774.0,536.0,342.0,62.0,333.0,802.0,635.0,472.0,382.0,561.0,867.0,866.0,355.0,145.0,225.0,238.0,624.0,376.0,612.0,77.0,264.0,965.0,921.0,431.0,870.0,459.0,295.0,667.0,426.0,516.0,174.0,601.0,729.0,410.0,227.0,880.0,399.0,913.0,289.0,809.0,320.0,767.0,142.0,909.0,8551.0
261.0,450.0,964.0,219.0,206.0,490.0,103.0,661.0,506.0,606.0,161.0,64.0,262.0,985.0,620.0,17.0,152.0,325.0,407.0,336.0,375.0,767.0,965.0,143.0,80.0,609.0,522.0,62.0,479.0,379.0,165.0,737.0,354.0,765.0,372.0,88.0,366.0,520.0,570.0,111.0,569.0,942.0,477.0,686.0,512.0,623.0,711.0,496.0,190.0,1281.0
764.0,671.0,326.0,418.0,887.0,873.0,809.0,135.0,856.0,558.0,984.0,306.0,475.0,647.0,816.0,837.0,727.0,665.0,849.0,585.0,170.0,953.0,177.0,231.0,737.0,942.0,449.0,194.0,648.0,417.0,132.0,559.0,30.0,317.0,162.0,945.0,556.0,815.0,246.0,613.0,813.0,343.0,158.0,516.0,678.0,232.0,921.0,322.0,709.0,4381.0
944.0,754.0,843.0,854.0,878.0,102.0,40.0,352.0,522.0,306.0,174.0,449.0,99.0,746.0,295.0,748.0,835.0,209.0,641.0,175.0,624.0,71.0,543.0,757.0,703.0,842.0,322.0,94.0,30.0,139.0,958.0,141.0,631.0,876.0,73.0,181.0,589.0,269.0,897.0,906.0,49.0,699.0,892.0,347.0,323.0,656.0,279.0,479.0,484.0,1521.0
759.0,918.0,113.0,512.0,322.0,297.0,609.0,259.0,982.0,673.0,670.0,316.0,59.0,535.0,4.0,547.0,454.0,682.0,264.0,810.0,1.0,858.0,536.0,369.0,67.0,722.0,266.0,662.0,608.0,61.0,751.0,551.0,793.0,952.0,826.0,569.0,452.0,805.0,686.0,68.0,495.0,425.0,478.0,517.0,485.0,568.0,882.0,866.0,767.0,5021.0
330.0,579.0,44.0,530.0,217.0,690.0,675.0,593.0,171.0,404.0,592.0,292.0,884.0,620.0,362.0,501.0,730.0,32.0,278.0,151.0,428.0,221.0,550.0,430.0,875.0,377.0,107.0,898.0,218.0,749.0,268.0,722.0,249.0,761.0,599.0,457.0,120.0,184.0,885.0,119.0,687.0,738.0,676.0,689.0,825.0,740.0,78.0,746.0,491.0,9071.0
148.0,413.0,583.0,101.0,235.0,984.0,578.0,574.0,168.0,766.0,813.0,173.0,170.0,68.0,273.0,128.0,773.0,722.0,270.0,218.0,305.0,82.0,802.0,888.0,576.0,728.0,829.0,831.0,889.0,918.0,986.0,878.0,88.0,435.0,402.0,465.0,876.0,293.0,533.0,935.0,403.0,999.0,949.0,217.0,72.0,395.0,454.0,466.0,643.0,7691.0
805.0,525.0,494.0,719.0,920.0,281.0,304.0,765.0,364.0,197.0,279.0,193.0,837.0,497.0,226.0,748.0,566.0,883.0,499.0,329.0,443.0,146.0,377.0,504.0,224.0,828.0,266.0,240.0,975.0,916.0,487.0,24.0,563.0,155.0,611.0,649.0,243.0,543.0,539.0,57.0,637.0,643.0,356.0,479.0,677.0,793.0,406.0,534.0,599.0,271.0
